Predio;I.D. Faena;Nå¡ Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;Nå¡ AutorizaciÌ?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;Nå¡ Aplica Periodo.;Nå¼ aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. TÌ©rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;ConcentraciÌ?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador TÌ©cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
Camino Truncado, Puente Alto y La Chimbera;81.894;1589;Uva;Flame;20/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;93,693;Litros;0,000;Hectareas;0,000;2,60;0,00;0,00;0,00;Total;3;0;Camino Truncado;21;21;2,60;20/3/2026;08:00:00;20/3/2026;17:00:00;0;0;0;21/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;281,079;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.895;1589;Uva;Flame;20/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;50,450;Litros;0,000;Hectareas;0,000;1,40;0,00;0,00;0,00;Total;3;0;Camino Truncado;23;23;1,40;20/3/2026;08:00:00;20/3/2026;17:00:00;0;0;0;21/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;151,350;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.896;1589;Uva;Sultanina;20/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;108,111;Litros;0,000;Hectareas;0,000;3,00;0,00;0,00;0,00;Total;3;0;Camino Truncado;51;51;3,00;20/3/2026;08:00:00;20/3/2026;17:00:00;0;0;0;21/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;324,333;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.897;1589;Uva;Flame;20/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;64,864;Litros;0,000;Hectareas;0,000;1,80;0,00;0,00;0,00;Total;3;0;Camino Truncado;56;56;1,80;20/3/2026;08:00:00;20/3/2026;17:00:00;0;0;0;21/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;194,592;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.898;1589;Uva;Flame;20/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;28,828;Litros;0,000;Hectareas;0,000;0,80;0,00;0,00;0,00;Total;3;0;Camino Truncado;57;57;0,80;20/3/2026;08:00:00;20/3/2026;17:00:00;0;0;0;21/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;86,484;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.92;1593;Uva;Fiesta;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;22,727;Litros;0,000;Hectareas;0,000;0,90;0,00;0,00;0,00;Total;2;0;Camino Truncado;59;59;0,90;19/3/2026;08:00:00;19/3/2026;17:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;45,454;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.601;1561;Uva;Arizul;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;78,139;Litros;0,000;Hectareas;0,000;2,10;0,00;0,00;0,00;Total;5;0;Camino Truncado;18;18;2,10;18/3/2026;23:00:00;19/3/2026;08:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;;;;;;;;marcelow;$ 0,0;;0;;0;5;390,695;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.602;1561;Uva;Arizul;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;48,372;Litros;0,000;Hectareas;0,000;1,30;0,00;0,00;0,00;Total;5;0;Camino Truncado;19;19;1,30;18/3/2026;23:00:00;19/3/2026;08:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;;;;;;;;marcelow;$ 0,0;;0;;0;5;241,860;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.603;1561;Uva;Arizul;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;74,418;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;5;0;Camino Truncado;52;52;2,00;18/3/2026;23:00:00;19/3/2026;08:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;;;;;;;;marcelow;$ 0,0;;0;;0;5;372,090;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.604;1561;Uva;Arizul;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;40,930;Litros;0,000;Hectareas;0,000;1,10;0,00;0,00;0,00;Total;5;0;Camino Truncado;54;54;1,10;18/3/2026;23:00:00;19/3/2026;08:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;;;;;;;;marcelow;$ 0,0;;0;;0;5;204,650;;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.605;1561;Uva;Arizul;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;78,141;Litros;0,000;Hectareas;0,000;2,10;0,00;0,00;0,00;Total;5;0;Camino Truncado;58;58;2,10;18/3/2026;23:00:00;19/3/2026;08:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;;;;;;;;marcelow;$ 0,0;;0;;0;5;390,705;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.916;1593;Uva;Fiesta;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;47,979;Litros;0,000;Hectareas;0,000;1,90;0,00;0,00;0,00;Total;2;0;Camino Truncado;10;10;1,90;19/3/2026;08:00:00;19/3/2026;17:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;95,958;;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.917;1593;Uva;Fiesta;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;70,709;Litros;0,000;Hectareas;0,000;2,80;0,00;0,00;0,00;Total;2;0;Camino Truncado;22;22;2,80;19/3/2026;08:00:00;19/3/2026;17:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;141,418;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.918;1593;Uva;Fiesta;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;55,555;Litros;0,000;Hectareas;0,000;2,20;0,00;0,00;0,00;Total;2;0;Camino Truncado;53;53;2,20;19/3/2026;08:00:00;19/3/2026;17:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;111,110;;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.919;1593;Uva;Fiesta;19/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;53,030;Litros;0,000;Hectareas;0,000;2,10;0,00;0,00;0,00;Total;2;0;Camino Truncado;55;55;2,10;19/3/2026;08:00:00;19/3/2026;17:00:00;0;0;0;20/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;106,060;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.22;81220;Uva;Flame;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;106,921;Litros;0,000;Hectareas;41,930;2,55;106,92;0,00;0,00;Total;7;0;Puente Alto;3;3;5,11;18/3/2026;11:00:00;18/3/2026;08:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;1.389,923;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.223;81223;Uva;Flame;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;93,084;Litros;0,000;Hectareas;41,930;2,22;93,08;0,00;0,00;Total;7;0;Puente Alto;4;4;4,44;18/3/2026;11:00:00;18/3/2026;08:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;13;1.210,092;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.887;1588;Uva;Flame;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;54,054;Litros;0,000;Hectareas;0,000;1,50;0,00;0,00;0,00;Total;2;0;Camino Truncado;20;20;1,50;18/3/2026;08:00:00;18/3/2026;17:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;108,108;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.888;1588;Uva;Flame;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;93,693;Litros;0,000;Hectareas;0,000;2,60;0,00;0,00;0,00;Total;2;0;Camino Truncado;21;21;2,60;18/3/2026;08:00:00;18/3/2026;17:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;187,386;;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.889;1588;Uva;Flame;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;50,450;Litros;0,000;Hectareas;0,000;1,40;0,00;0,00;0,00;Total;2;0;Camino Truncado;23;23;1,40;18/3/2026;08:00:00;18/3/2026;17:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;100,900;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.89;1588;Uva;Sultanina;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;108,111;Litros;0,000;Hectareas;0,000;3,00;0,00;0,00;0,00;Total;2;0;Camino Truncado;51;51;3,00;18/3/2026;08:00:00;18/3/2026;17:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;216,222;;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.891;1588;Uva;Flame;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;64,864;Litros;0,000;Hectareas;0,000;1,80;0,00;0,00;0,00;Total;2;0;Camino Truncado;56;56;1,80;18/3/2026;08:00:00;18/3/2026;17:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;129,728;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.892;1588;Uva;Flame;18/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;28,828;Litros;0,000;Hectareas;0,000;0,80;0,00;0,00;0,00;Total;2;0;Camino Truncado;57;57;0,80;18/3/2026;08:00:00;18/3/2026;17:00:00;0;0;0;19/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;57,656;;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.211;1556;Uva;Arizul;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;79,725;Litros;0,000;Hectareas;0,000;2,32;0,00;0,00;0,00;Total;6;0;Puente Alto;5;5;2,32;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;478,350;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.212;1556;Uva;Arizul;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;120,275;Litros;0,000;Hectareas;0,000;3,50;0,00;0,00;0,00;Total;6;0;Puente Alto;6;6;3,50;;;;;0;0;0;;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;721,650;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.219;81219;Uva;Flame;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;200,000;Litros;0,000;Hectareas;0,000;5,13;0,00;0,00;0,00;Total;6;0;Puente Alto;2;2;5,13;17/3/2026;08:00:00;17/3/2026;05:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;6;1.200,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.596;1560;Uva;Arizul;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;78,139;Litros;0,000;Hectareas;0,000;2,10;0,00;0,00;0,00;Total;4;0;Camino Truncado;18;18;2,10;16/3/2026;23:00:00;17/3/2026;08:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;312,556;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.597;1560;Uva;Arizul;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;48,372;Litros;0,000;Hectareas;0,000;1,30;0,00;0,00;0,00;Total;4;0;Camino Truncado;19;19;1,30;16/3/2026;23:00:00;17/3/2026;08:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;193,488;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.598;1560;Uva;Arizul;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;74,418;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;4;0;Camino Truncado;52;52;2,00;16/3/2026;23:00:00;17/3/2026;08:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;297,672;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.599;1560;Uva;Arizul;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;40,930;Litros;0,000;Hectareas;0,000;1,10;0,00;0,00;0,00;Total;4;0;Camino Truncado;54;54;1,10;16/3/2026;23:00:00;17/3/2026;08:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;163,720;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.6;1560;Uva;Arizul;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;78,141;Litros;0,000;Hectareas;0,000;2,10;0,00;0,00;0,00;Total;4;0;Camino Truncado;58;58;2,10;16/3/2026;23:00:00;17/3/2026;08:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;312,564;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.911;1592;Uva;Fiesta;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;47,979;Litros;0,000;Hectareas;0,000;1,90;0,00;0,00;0,00;Total;1;0;Camino Truncado;10;10;1,90;17/3/2026;08:00:00;17/3/2026;17:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;47,979;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.912;1592;Uva;Fiesta;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;70,709;Litros;0,000;Hectareas;0,000;2,80;0,00;0,00;0,00;Total;1;0;Camino Truncado;22;22;2,80;17/3/2026;08:00:00;17/3/2026;17:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;70,709;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.913;1592;Uva;Fiesta;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;55,555;Litros;0,000;Hectareas;0,000;2,20;0,00;0,00;0,00;Total;1;0;Camino Truncado;53;53;2,20;17/3/2026;08:00:00;17/3/2026;17:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;55,555;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.914;1592;Uva;Fiesta;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;53,030;Litros;0,000;Hectareas;0,000;2,10;0,00;0,00;0,00;Total;1;0;Camino Truncado;55;55;2,10;17/3/2026;08:00:00;17/3/2026;17:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;53,030;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.915;1592;Uva;Fiesta;17/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;22,727;Litros;0,000;Hectareas;0,000;0,90;0,00;0,00;0,00;Total;1;0;Camino Truncado;59;59;0,90;17/3/2026;08:00:00;17/3/2026;17:00:00;0;0;0;18/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;22,727;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.724;1584;Uva;Arizul;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;90,621;Litros;0,000;Hectareas;0,000;3,20;0,00;0,00;0,00;Total;3;0;Camino Truncado;17;17;3,20;15/3/2026;23:00:00;16/3/2026;08:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;271,863;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.725;1584;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;84,955;Litros;0,000;Hectareas;0,000;3,00;0,00;0,00;0,00;Total;3;0;Camino Truncado;4;4;3,00;15/3/2026;23:00:00;16/3/2026;08:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;254,865;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.214;81214;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;106,921;Litros;0,000;Hectareas;41,930;2,55;106,92;0,00;0,00;Total;6;0;Puente Alto;3;3;5,11;16/3/2026;08:00:00;16/3/2026;05:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;1.176,081;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.726;1584;Uva;Arizul;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;67,964;Litros;0,000;Hectareas;0,000;2,40;0,00;0,00;0,00;Total;3;0;Camino Truncado;8;8;2,40;15/3/2026;23:00:00;16/3/2026;08:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;203,892;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.215;81215;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;93,084;Litros;0,000;Hectareas;41,930;2,22;93,08;0,00;0,00;Total;6;0;Puente Alto;4;4;4,44;16/3/2026;08:00:00;16/3/2026;05:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;11;1.023,924;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.727;1584;Uva;Sultanina;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;76,460;Litros;0,000;Hectareas;0,000;2,70;0,00;0,00;0,00;Total;3;0;Camino Truncado;9;9;2,70;15/3/2026;23:00:00;16/3/2026;08:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;229,380;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.216;81216;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;106,921;Litros;0,000;Hectareas;41,930;2,55;106,92;0,00;0,00;Total;6;0;Puente Alto;3;3;5,11;16/3/2026;11:00:00;16/3/2026;08:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.283,002;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.218;81218;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;93,084;Litros;0,000;Hectareas;41,930;2,22;93,08;0,00;0,00;Total;6;0;Puente Alto;4;4;4,44;16/3/2026;11:00:00;16/3/2026;08:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;12;1.117,008;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.881;1587;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;54,054;Litros;0,000;Hectareas;0,000;1,50;0,00;0,00;0,00;Total;1;0;Camino Truncado;20;20;1,50;16/3/2026;08:00:00;16/3/2026;17:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;54,054;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.882;1587;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;93,693;Litros;0,000;Hectareas;0,000;2,60;0,00;0,00;0,00;Total;1;0;Camino Truncado;21;21;2,60;16/3/2026;08:00:00;16/3/2026;17:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;93,693;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.883;1587;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;50,450;Litros;0,000;Hectareas;0,000;1,40;0,00;0,00;0,00;Total;1;0;Camino Truncado;23;23;1,40;16/3/2026;08:00:00;16/3/2026;17:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;50,450;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.116;;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;135,753;Litros;0,000;Hectareas;36,690;3,70;135,75;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;8/3/2026;23:00:00;9/3/2026;08:00:00;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,1;;0;;0;1;135,753;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.884;1587;Uva;Sultanina;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;108,111;Litros;0,000;Hectareas;0,000;3,00;0,00;0,00;0,00;Total;1;0;Camino Truncado;51;51;3,00;16/3/2026;08:00:00;16/3/2026;17:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;108,111;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.117;;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;80,718;Litros;0,000;Hectareas;36,690;2,20;80,71;0,00;0,00;Total;1;0;La Chimbera;17;17;2,20;8/3/2026;23:00:00;9/3/2026;08:00:00;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;80,718;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.885;1587;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;64,864;Litros;0,000;Hectareas;0,000;1,80;0,00;0,00;0,00;Total;1;0;Camino Truncado;56;56;1,80;16/3/2026;08:00:00;16/3/2026;17:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;64,864;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.118;;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;80,718;Litros;0,000;Hectareas;36,690;2,20;80,71;0,00;0,00;Total;1;0;La Chimbera;19;19;2,20;8/3/2026;23:00:00;9/3/2026;08:00:00;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;80,718;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.886;1587;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;28,828;Litros;0,000;Hectareas;0,000;0,80;0,00;0,00;0,00;Total;1;0;Camino Truncado;57;57;0,80;16/3/2026;08:00:00;16/3/2026;17:00:00;0;0;0;17/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;28,828;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.119;;Uva;Arizul;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;102,732;Litros;0,000;Hectareas;36,690;2,80;102,73;0,00;0,00;Total;1;0;La Chimbera;25;25;2,80;8/3/2026;23:00:00;9/3/2026;08:00:00;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,1;;0;;0;1;102,732;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;81.12;;Uva;Flame;16/3/2026;Cosecha/Postcosecha;p-205;BIO-CRECIMIENTO;;;;185,240;Litros;0,000;Hectareas;42,100;4,40;185,23;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;9/3/2026;08:00:00;9/3/2026;18:00:00;0;0;0;10/3/2026;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;marcelow;$ 0,1;;0;;0;1;185,240;Real;;;;;
