Predio;I.D. Faena;Nå¡ Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;Nå¡ AutorizaciÌ?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;Nå¡ Aplica Periodo.;Nå¼ aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. TÌ©rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;ConcentraciÌ?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador TÌ©cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
Camino Truncado, Puente Alto y La Chimbera;67.888;;;Flame;21/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,060;Litros;0,000;Hectareas;0,027;;;0,00;0,00;Total;2;0;La Chimbera;17;17;2,20;21/10/2025;09:00:00;21/10/2025;12:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;4;0,870;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.888;;;Flame;21/10/2025;;p-113;ADHERENTE;;;;0,060;Litros;0,000;Hectareas;0,027;;;0,00;0,00;Total;2;0;La Chimbera;17;17;2,20;21/10/2025;09:00:00;21/10/2025;12:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;4;0,870;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.888;;;Flame;21/10/2025;;p-302;GLISFOSATO;;;;2,000;Litros;0,000;Hectareas;0,909;;;0,00;0,00;Total;1;0;La Chimbera;17;17;2,20;21/10/2025;09:00:00;21/10/2025;12:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;1;2,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.889;;;Fiesta;21/10/2025;;p-109;ACIDO-FOSFORICO;;;;1,050;Litros;0,000;x 100Lts;0,239;;;0,00;0,00;Total;3;0;La Chimbera;20;20;4,40;21/10/2025;05:00:00;21/10/2025;11:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;5;1,591;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.889;;;Fiesta;21/10/2025;;p-113;ADHERENTE;;;;1,050;Litros;0,000;Hectareas;0,239;;;0,00;0,00;Total;3;0;La Chimbera;20;20;4,40;21/10/2025;05:00:00;21/10/2025;11:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;5;1,590;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.889;;;Fiesta;21/10/2025;;p-151;Intrepid ;;;;1,050;Litros;0,000;Hectareas;0,239;;;0,00;0,00;Total;1;0;La Chimbera;20;20;4,40;21/10/2025;05:00:00;21/10/2025;11:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;2;1,350;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.889;;;Fiesta;21/10/2025;;p-146;Acido Borico;;;;5,250;Kilos;0,000;Hectareas;1,193;;;0,00;0,00;Total;1;0;La Chimbera;20;20;4,40;21/10/2025;05:00:00;21/10/2025;11:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;2;6,750;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.889;;;Fiesta;21/10/2025;;p-147;Sulfato de Potasio;;;;10,150;Kilos;0,000;Hectareas;2,307;;;0,00;0,00;Total;1;0;La Chimbera;20;20;4,40;21/10/2025;05:00:00;21/10/2025;11:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;2;13,050;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.889;;;Fiesta;21/10/2025;;p-148;Tacora Tebuconazole;;;;0,700;Litros;0,000;Hectareas;0,159;;;0,00;0,00;Total;1;0;La Chimbera;20;20;4,40;21/10/2025;05:00:00;21/10/2025;11:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;2;0,900;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.89;;;Fiesta;21/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,750;Litros;0,000;Hectareas;0,288;2,60;0,74;0,00;0,00;Total;3;0;La Chimbera;22;22;2,60;21/10/2025;11:00:00;21/10/2025;15:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;3;0,870;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.89;;;Fiesta;21/10/2025;;p-113;ADHERENTE;;;;0,750;Litros;0,000;Hectareas;0,288;2,60;0,74;0,00;0,00;Total;3;0;La Chimbera;22;22;2,60;21/10/2025;11:00:00;21/10/2025;15:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;3;0,870;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.89;;;Fiesta;21/10/2025;;p-151;Intrepid ;;;;0,750;Litros;0,000;Hectareas;0,288;2,60;0,74;0,00;0,00;Total;1;0;La Chimbera;22;22;2,60;21/10/2025;11:00:00;21/10/2025;15:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;1;0,750;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.89;;;Fiesta;21/10/2025;;p-146;Acido Borico;;;;1,500;Kilos;0,000;Hectareas;0,577;2,60;1,50;0,00;0,00;Total;1;0;La Chimbera;22;22;2,60;21/10/2025;11:00:00;21/10/2025;15:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;1;1,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.89;;;Fiesta;21/10/2025;;p-147;Sulfato de Potasio;;;;7,250;Kilos;0,000;Hectareas;2,788;2,60;7,24;0,00;0,00;Total;1;0;La Chimbera;22;22;2,60;21/10/2025;11:00:00;21/10/2025;15:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;1;7,250;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.89;;;Fiesta;21/10/2025;;p-148;Tacora Tebuconazole;;;;0,500;Litros;0,000;Hectareas;0,192;2,60;0,49;0,00;0,00;Total;1;0;La Chimbera;22;22;2,60;21/10/2025;11:00:00;21/10/2025;15:00:00;0;0;0;22/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;1;0,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,600;Litros;0,000;Hectareas;0,162;3,70;0,59;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;1,140;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-113;ADHERENTE;;;;0,600;Litros;0,000;Hectareas;0,162;3,70;0,59;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;1,140;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-146;Acido Borico;;;;3,000;Kilos;0,000;Hectareas;0,811;3,70;3,00;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;5,250;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-147;Sulfato de Potasio;;;;6,000;Kilos;0,000;Hectareas;1,622;3,70;6,00;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;10,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-111;SULFATO DE ZINC;;;;6,000;Kilos;0,000;Hectareas;1,622;3,70;6,00;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;10,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-148;Tacora Tebuconazole;;;;0,500;Litros;0,000;Hectareas;0,135;3,70;0,49;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;0,873;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-128;UREA;;;;20,000;Kilos;0,000;Hectareas;5,405;3,70;19,99;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;20,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-151;Intrepid ;;;;0,600;Litros;0,000;Hectareas;0,162;3,70;0,59;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;1,050;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.584;;Uva;Flame;20/10/2025;;p-63;GIBERELINA-kgs;;;;0,203;Kilos;0,000;Hectareas;0,055;3,70;0,20;0,00;0,00;Total;2;0;La Chimbera;15;15;3,70;19/10/2025;06:00:00;19/10/2025;10:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;0,351;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,600;Litros;0,000;Hectareas;0,136;0,00;0,00;0,00;0,00;Total;2;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;0,780;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-113;ADHERENTE;;;;0,600;Litros;0,000;Hectareas;0,136;0,00;0,00;0,00;0,00;Total;2;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;3;0,780;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-146;Acido Borico;;;;3,000;Kilos;0,000;Hectareas;0,682;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;3,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-147;Sulfato de Potasio;;;;6,000;Kilos;0,000;Hectareas;1,364;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;6,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-111;SULFATO DE ZINC;;;;6,000;Kilos;0,000;Hectareas;1,364;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;6,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-128;UREA;;;;20,000;Kilos;0,000;Hectareas;4,545;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;20,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-148;Tacora Tebuconazole;;;;0,500;Litros;0,000;Hectareas;0,114;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;0,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-151;Intrepid ;;;;0,600;Litros;0,000;Hectareas;0,136;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;0,600;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.585;;Uva;Flame;20/10/2025;;p-63;GIBERELINA-kgs;;;;0,200;Kilos;0,000;Hectareas;0,055;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;19/10/2025;10:00:00;19/10/2025;14:00:00;0;0;0;20/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;1;0,200;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.699;;;Flame;20/10/2025;;p-145;Disal ;;;;21,782;Litros;0,000;Hectareas;4,950;;;0,00;0,00;Total;1;0;La Chimbera;18;18;4,40;16/10/2025;23:00:00;17/10/2025;08:00:00;0;0;0;18/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,0;;0;;0;1;21,782;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.7;;;Arizul;20/10/2025;;p-145;Disal ;;;;13,861;Litros;0,000;Hectareas;4,950;;;0,00;0,00;Total;1;0;La Chimbera;24;24;2,80;16/10/2025;23:00:00;17/10/2025;08:00:00;0;0;0;18/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,0;;0;;0;1;13,861;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.701;;;Arizul;20/10/2025;;p-145;Disal ;;;;14,356;Litros;0,000;Hectareas;4,950;;;0,00;0,00;Total;1;0;La Chimbera;27;27;2,90;16/10/2025;23:00:00;17/10/2025;08:00:00;0;0;0;18/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,0;;0;;0;1;14,356;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.702;;;Fiesta;20/10/2025;;p-145;Disal ;;;;22,449;Litros;0,000;Hectareas;5,102;;;0,00;0,00;Total;1;0;La Chimbera;20;20;4,40;17/10/2025;08:00:00;17/10/2025;18:00:00;0;0;0;18/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,0;;0;;0;1;22,449;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.703;;;Fiesta;20/10/2025;;p-145;Disal ;;;;13,265;Litros;0,000;Hectareas;5,102;;;0,00;0,00;Total;1;0;La Chimbera;22;22;2,60;17/10/2025;08:00:00;17/10/2025;18:00:00;0;0;0;18/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,0;;0;;0;1;13,265;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.704;;;Fiesta;20/10/2025;;p-145;Disal ;;;;14,286;Litros;0,000;Hectareas;5,102;;;0,00;0,00;Total;1;0;La Chimbera;23;23;2,80;17/10/2025;08:00:00;17/10/2025;18:00:00;0;0;0;18/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,0;;0;;0;1;14,286;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.705;;;Fiesta;20/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,120;Litros;0,000;Hectareas;0,027;4,40;0,11;0,00;0,00;Total;3;0;La Chimbera;20;20;4,40;20/10/2025;07:00:00;20/10/2025;12:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;3;0,241;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.705;;;Fiesta;20/10/2025;;p-113;ADHERENTE;;;;0,120;Litros;0,000;Hectareas;0,027;4,40;0,11;0,00;0,00;Total;3;0;La Chimbera;20;20;4,40;20/10/2025;07:00:00;20/10/2025;12:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;3;0,240;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.705;;;Fiesta;20/10/2025;;p-302;GLISFOSATO;;;;4,000;Litros;0,000;Hectareas;0,909;4,40;3,99;0,00;0,00;Total;1;0;La Chimbera;20;20;4,40;20/10/2025;07:00:00;20/10/2025;12:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;1;4,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.706;;;Flame;20/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,060;Litros;0,000;x 100Lts;0,016;3,70;0,05;0,00;0,00;Sobre Hilera;3;0;La Chimbera;15;15;3,70;20/10/2025;12:00:00;20/10/2025;15:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;4;1,200;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.706;;;Flame;20/10/2025;;p-113;ADHERENTE;;;;0,060;Litros;0,000;Hectareas;0,016;3,70;0,05;0,00;0,00;Sobre Hilera;3;0;La Chimbera;15;15;3,70;20/10/2025;12:00:00;20/10/2025;15:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;4;1,200;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.706;;;Flame;20/10/2025;;p-302;GLISFOSATO;;;;2,000;Litros;0,000;Hectareas;0,541;3,70;2,00;0,00;0,00;Sobre Hilera;1;0;La Chimbera;15;15;3,70;20/10/2025;12:00:00;20/10/2025;15:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;;$ 0,0;;0;;0;1;2,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.71;;;Flame;20/10/2025;;p-144;Nutri 1075M;;;;594,036;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;15;15;3,70;19/10/2025;23:00:00;20/10/2025;18:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,5;;0;;0;1;594,036;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.711;;;Flame;20/10/2025;;p-144;Nutri 1075M;;;;353,211;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;17;17;2,20;19/10/2025;23:00:00;20/10/2025;18:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,3;;0;;0;1;353,211;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.712;;;Flame;20/10/2025;;p-144;Nutri 1075M;;;;353,211;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;19;19;2,20;19/10/2025;23:00:00;20/10/2025;18:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,3;;0;;0;1;353,211;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.713;;;Arizul;20/10/2025;;p-144;Nutri 1075M;;;;449,541;Litros;0,000;Hectareas;160,550;;;0,00;0,00;Total;1;0;La Chimbera;25;25;2,80;19/10/2025;23:00:00;20/10/2025;18:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;;$ 0,4;;0;;0;1;449,541;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,750;Litros;0,000;Hectareas;0,170;0,00;0,00;0,00;0,00;Total;2;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;1,530;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-113;ADHERENTE;;;;0,750;Litros;0,000;Hectareas;0,170;0,00;0,00;0,00;0,00;Total;2;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;4;1,530;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-111;SULFATO DE ZINC;;;;7,500;Kilos;0,000;Hectareas;1,705;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;13,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-147;Sulfato de Potasio;;;;7,500;Kilos;0,000;Hectareas;1,705;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;13,500;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-148;Tacora Tebuconazole;;;;0,625;Litros;0,000;Hectareas;0,142;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;1,125;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-128;UREA;;;;25,000;Kilos;0,000;Hectareas;5,682;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;45,000;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-151;Intrepid ;;;;0,750;Litros;0,000;Hectareas;0,170;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;1,350;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-63;GIBERELINA-kgs;;;;0,440;Kilos;0,000;Hectareas;0,100;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;0,640;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.714;;Uva;Flame;20/10/2025;;p-146;Acido Borico;;;;3,750;Kilos;0,000;Hectareas;0,852;0,00;0,00;0,00;0,00;Total;1;0;La Chimbera;16;16;4,40;20/10/2025;06:00:00;20/10/2025;11:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;marcelow;$ 0,0;;0;;0;2;6,750;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.715;;;Flame;20/10/2025;;p-109;ACIDO-FOSFORICO;;;;0,450;Litros;0,000;Hectareas;0,102;;;0,00;0,00;Total;3;0;La Chimbera;18;18;4,40;20/10/2025;11:00:00;20/10/2025;14:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;4;0,570;Real;;;;;
Camino Truncado, Puente Alto y La Chimbera;67.715;;;Flame;20/10/2025;;p-113;ADHERENTE;;;;0,450;Litros;0,000;Hectareas;0,102;;;0,00;0,00;Total;3;0;La Chimbera;18;18;4,40;20/10/2025;11:00:00;20/10/2025;14:00:00;0;0;0;21/10/2025;;;Confirmada;APLICACIONES;AF - FLOR;;;0;;;;;;;;$ 0,0;;0;;0;4;0,570;Real;;;;;
