Predio;I.D. Faena;N� Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N� Autorizaci�?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N� Aplica Periodo.;N� aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. T̩rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentraci�?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador T̩cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;69.648;69648;Uva;Selma;31/10/2025;Flor;p-111;SULFATO DE ZINC;;;;0,750;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;1;0;EEII;EEII 1;6;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,8;8;1;;0;1;0,750;Real;;;;;
El espejo;69.648;69648;Uva;Selma;31/10/2025;Flor;p-128;UREA;;;;2,500;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;6;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 2,9;8;1;;0;5;43,750;Real;;;;;
El espejo;69.648;69648;Uva;Selma;31/10/2025;Flor;p-167;QUINTEC;;;;0,050;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;6;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,0;8;1;;0;4;0,575;Real;;;;;
El espejo;69.648;69648;Uva;Selma;31/10/2025;Flor;p-113;ADHERENTE;;;;0,075;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;6;0;EEII;EEII 1;6;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 634,5;8;1;;0;8;2,375;Real;;;;;
El espejo;69.647;69647;Uva;Selma;31/10/2025;Flor;p-122;GASOIL;;;;5,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 6,5;8;1;;0;5;34,740;Real;;;;;
El espejo;69.647;69647;Uva;Selma;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,075;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;6;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 317,2;8;1;;0;9;2,078;Real;;;;;
El espejo;69.647;69647;Uva;Selma;31/10/2025;Flor;p-147;Sulfato de Potasio;;;;0,750;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,8;8;1;;0;5;13,125;Real;;;;;
El espejo;69.647;69647;Uva;Selma;31/10/2025;Flor;p-111;SULFATO DE ZINC;;;;0,750;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;1;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,8;8;1;;0;1;0,750;Real;;;;;
El espejo;69.647;69647;Uva;Selma;31/10/2025;Flor;p-128;UREA;;;;2,500;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 2,9;8;1;;0;5;43,750;Real;;;;;
El espejo;69.647;69647;Uva;Selma;31/10/2025;Flor;p-167;QUINTEC;;;;0,050;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,0;8;1;;0;4;0,675;Real;;;;;
El espejo;69.647;69647;Uva;Selma;31/10/2025;Flor;p-113;ADHERENTE;;;;0,075;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;6;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 634,5;8;1;;0;9;2,078;Real;;;;;
El espejo;69.646;69646;Uva;Selma;31/10/2025;Flor;p-122;GASOIL;;;;5,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;4;0;EEII;EEII 1;2;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 6,5;8;1;;0;5;42,270;Real;;;;;
El espejo;69.646;69646;Uva;Selma;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,825;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;6;0;EEII;EEII 1;2;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 3.490,0;8;1;;0;8;3,083;Real;;;;;
El espejo;69.646;69646;Uva;Selma;31/10/2025;Flor;p-147;Sulfato de Potasio;;;;8,250;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;4;0;EEII;EEII 1;2;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 9,8;8;1;;0;5;20,625;Real;;;;;
El espejo;69.646;69646;Uva;Selma;31/10/2025;Flor;p-111;SULFATO DE ZINC;;;;8,250;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;1;0;EEII;EEII 1;2;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 9,8;8;1;;0;1;8,250;Real;;;;;
El espejo;69.646;69646;Uva;Selma;31/10/2025;Flor;p-128;UREA;;;;27,500;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;4;0;EEII;EEII 1;2;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 32,7;8;1;;0;5;68,750;Real;;;;;
El espejo;69.646;69646;Uva;Selma;31/10/2025;Flor;p-167;QUINTEC;;;;0,550;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;2;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,6;8;1;;0;3;0,875;Real;;;;;
El espejo;69.646;69646;Uva;Selma;31/10/2025;Flor;p-113;ADHERENTE;;;;0,825;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;6;0;EEII;EEII 1;2;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 6.980,0;8;1;;0;8;3,083;Real;;;;;
El espejo;69.645;69645;Uva;Selma;31/10/2025;Flor;p-122;GASOIL;;;;5,500;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;1;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 6,5;8;1;;0;5;42,270;Real;;;;;
El espejo;69.645;69645;Uva;Selma;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,825;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;6;0;EEII;EEII 1;1;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 3.490,0;8;1;;0;8;3,158;Real;;;;;
El espejo;69.645;69645;Uva;Selma;31/10/2025;Flor;p-147;Sulfato de Potasio;;;;8,250;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;1;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 9,8;8;1;;0;5;20,625;Real;;;;;
El espejo;69.645;69645;Uva;Selma;31/10/2025;Flor;p-111;SULFATO DE ZINC;;;;8,250;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;1;0;EEII;EEII 1;1;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 9,8;8;1;;0;1;8,250;Real;;;;;
El espejo;69.645;69645;Uva;Selma;31/10/2025;Flor;p-128;UREA;;;;27,500;Kilos;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;1;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 32,7;8;1;;0;5;68,750;Real;;;;;
El espejo;69.645;69645;Uva;Selma;31/10/2025;Flor;p-167;QUINTEC;;;;0,550;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;2;0;EEII;EEII 1;1;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,6;8;1;;0;3;0,875;Real;;;;;
El espejo;69.645;69645;Uva;Selma;31/10/2025;Flor;p-113;ADHERENTE;;;;0,825;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;6;0;EEII;EEII 1;1;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 6.980,0;8;1;;0;8;3,158;Real;;;;;
El espejo;69.644;69644;Uva;Flame;31/10/2025;Flor;p-122;GASOIL;;;;5,260;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;47;2,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 6,2;9;1;;0;1;5,260;Real;;;;;
El espejo;69.644;69644;Uva;Flame;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,210;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;47;2,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 888,3;9;1;;0;2;0,478;Real;;;;;
El espejo;69.644;69644;Uva;Flame;31/10/2025;Flor;p-63;GIBERELINA-kgs;;;;280,000;Kilos;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;47;2,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 333,2;9;1;;0;1;280,000;Real;;;;;
El espejo;69.644;69644;Uva;Flame;31/10/2025;Flor;p-167;QUINTEC;;;;0,140;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;47;2,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,1;9;1;;0;1;0,140;Real;;;;;
El espejo;69.644;69644;Uva;Flame;31/10/2025;Flor;p-151;Intrepid ;;;;0,210;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;47;2,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,2;9;1;;0;1;0,210;Real;;;;;
El espejo;69.644;69644;Uva;Flame;31/10/2025;Flor;p-113;ADHERENTE;;;;0,210;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;47;2,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 1.776,7;9;1;;0;2;0,478;Real;;;;;
El espejo;69.643;69643;Uva;Flame;31/10/2025;Flor;p-122;GASOIL;;;;7,170;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;41;3,86;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 8,5;9;1;;0;2;20,040;Real;;;;;
El espejo;69.643;69643;Uva;Flame;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,150;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;41;3,86;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 634,5;9;1;;0;3;0,741;Real;;;;;
El espejo;69.643;69643;Uva;Flame;31/10/2025;Flor;p-63;GIBERELINA-kgs;;;;200,000;Kilos;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;41;3,86;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 238,0;9;1;;0;2;500,000;Real;;;;;
El espejo;69.643;69643;Uva;Flame;31/10/2025;Flor;p-167;QUINTEC;;;;0,100;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;41;3,86;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,1;9;1;;0;2;0,250;Real;;;;;
El espejo;69.643;69643;Uva;Flame;31/10/2025;Flor;p-151;Intrepid ;;;;0,150;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;41;3,86;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,1;9;1;;0;2;0,375;Real;;;;;
El espejo;69.643;69643;Uva;Flame;31/10/2025;Flor;p-113;ADHERENTE;;;;0,150;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 4;41;3,86;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 1.269,0;9;1;;0;3;0,741;Real;;;;;
El espejo;69.642;69642;Uva;Flame;31/10/2025;Flor;p-122;GASOIL;;;;7,540;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;38;4,06;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 8,9;9;1;;0;3;47,420;Real;;;;;
El espejo;69.642;69642;Uva;Flame;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,480;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;38;4,06;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 2.030,5;9;1;;0;4;1,068;Real;;;;;
El espejo;69.642;69642;Uva;Flame;31/10/2025;Flor;p-63;GIBERELINA-kgs;;;;640,000;Kilos;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;38;4,06;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 761,6;9;1;;0;2;800,000;Real;;;;;
El espejo;69.642;69642;Uva;Flame;31/10/2025;Flor;p-167;QUINTEC;;;;0,320;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;38;4,06;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,3;9;1;;0;2;0,400;Real;;;;;
El espejo;69.642;69642;Uva;Flame;31/10/2025;Flor;p-151;Intrepid ;;;;0,480;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;38;4,06;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,5;9;1;;0;2;0,600;Real;;;;;
El espejo;69.642;69642;Uva;Flame;31/10/2025;Flor;p-113;ADHERENTE;;;;0,480;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;38;4,06;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 4.061,0;9;1;;0;4;1,068;Real;;;;;
El espejo;69.641;69641;Uva;Flame;31/10/2025;Flor;p-122;GASOIL;;;;8,030;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;35;4,32;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 9,5;9;1;;0;3;64,030;Real;;;;;
El espejo;69.641;69641;Uva;Flame;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,060;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;35;4,32;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 253,8;9;1;;0;4;1,098;Real;;;;;
El espejo;69.641;69641;Uva;Flame;31/10/2025;Flor;p-63;GIBERELINA-kgs;;;;100,000;Kilos;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;35;4,32;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 119,0;9;1;;0;2;900,000;Real;;;;;
El espejo;69.641;69641;Uva;Flame;31/10/2025;Flor;p-167;QUINTEC;;;;0,040;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;35;4,32;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,0;9;1;;0;2;0,440;Real;;;;;
El espejo;69.641;69641;Uva;Flame;31/10/2025;Flor;p-151;Intrepid ;;;;0,060;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;35;4,32;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,0;9;1;;0;2;0,660;Real;;;;;
El espejo;69.641;69641;Uva;Flame;31/10/2025;Flor;p-113;ADHERENTE;;;;0,060;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 B;35;4,32;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 507,6;9;1;;0;4;1,098;Real;;;;;
El espejo;68.914;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;134,459;Litros;0,000;Hectareas;0,000;2,83;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 4;47;2,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 160,0;;0;;0;5;672,295;Real;;;;;
El espejo;68.913;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;173,418;Litros;0,000;Hectareas;0,000;3,65;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 4;44;3,65;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 206,0;;0;;0;5;867,090;Real;;;;;
El espejo;68.912;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;183,396;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 4;41;3,86;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 218,0;;0;;0;5;916,980;Real;;;;;
El espejo;68.911;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;192,898;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 B;38;4,06;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 230,0;;0;;0;5;964,490;Real;;;;;
El espejo;68.91;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;205,252;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 B;35;4,32;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 244,0;;0;;0;5;1.026,260;Real;;;;;
El espejo;68.909;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;215,708;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 B;32;4,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 257,2;;0;;0;5;1.078,540;Real;;;;;
El espejo;68.908;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;106,902;Litros;0,000;Hectareas;0,000;2,25;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 A;29;2,25;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 127,0;;0;;0;5;534,510;Real;;;;;
El espejo;68.907;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;95,024;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 A;25;2,00;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 113,0;;0;;0;5;475,120;Real;;;;;
El espejo;68.906;897;Uva;Flame;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;172,943;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 A;24;3,64;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 206,0;;0;;0;5;864,715;Real;;;;;
El espejo;68.896;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;182,270;Litros;0,000;Hectareas;0,000;3,83;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 4;46;3,83;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 217,0;;0;;0;5;911,080;Real;;;;;
El espejo;68.895;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;201,306;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 4;43;4,23;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 240,0;;0;;0;5;1.006,224;Real;;;;;
El espejo;68.894;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;201,306;Litros;0,000;Hectareas;0,000;4,23;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 4;40;4,23;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 240,0;;0;;0;5;1.006,224;Real;;;;;
El espejo;68.893;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;202,734;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 B;37;4,26;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 241,0;;0;;0;5;1.012,936;Real;;;;;
El espejo;68.892;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;202,734;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 B;34;4,26;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 241,0;;0;;0;5;1.012,936;Real;;;;;
El espejo;68.891;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;202,734;Litros;0,000;Hectareas;0,000;4,26;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 B;31;4,26;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 241,0;;0;;0;5;1.012,936;Real;;;;;
