Predio;I.D. Faena;N� Orden;Cultivo;Variedad;Fecha;E. Fenologico;Codigo Producto;Nombre Producto;Ing Activo;N� Autorizaci�?n SAG;Tratamiento;Cantidad;U. Med.;Moja. Lts x Ha;Tipo Dosis;Dosis;Ha. Aplica;T.Cantidad Ha. Aplica;R.Aplica Calculado;Real Aplicado;Cobertura;N� Aplica Periodo.;N� aplica etiqueta;Clasifica;Cod Cuartel;Cuartel / Potrero;Total Ha.;Fecha Inicio Aplica;Hr. Inicio;Fecha Term. Aplica;Hr. T̩rmino;Hr. Reingre;Carencia;Dias Carencias PPPL;Plazo Seguridad;Concentraci�?n;Adjunto Productos;Estado;Faena;Labor;Clima;Viento;Temp.;Responsable (Aplicaciones);Dosificador (Aplicaciones);Verificador T̩cnico (Aplicaciones);Aplicador;Aplicador 2;Observaciones;Usuario Login;Total Producto;Maquinarias;Total Maqui;Maq Cod/GPS;Tot.Maq c/GPS;Tot Orden Aplica;Cantidad Periodo;tipo;has totales;unidades n;unidades p;unidades k;monto en usd
El espejo;68.89;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;203,688;Litros;0,000;Hectareas;0,000;4,28;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 A;28;4,28;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 242,3;;0;;0;5;1.018,752;Real;;;;;
El espejo;68.889;895;Uva;Fiesta;31/10/2025;Flor/Envero;p-154;NUTRI 1684 M ;;;;173,228;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;5;0;EEIII;EEIII 3 A;23;3,64;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 206,0;;0;;0;5;865,912;Real;;;;;
El espejo;68.859;890;Uva;Selma;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;326,869;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;8;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 389,0;;0;;0;3;877,001;Real;;;;;
El espejo;68.858;890;Uva;Selma;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;326,869;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;7;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 389,0;;0;;0;3;877,001;Real;;;;;
El espejo;68.857;890;Uva;Selma;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;326,869;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;6;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 389,0;;0;;0;3;877,001;Real;;;;;
El espejo;68.856;890;Uva;Selma;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;326,874;Litros;0,000;Hectareas;0,000;5,54;0,00;0,00;0,00;Total;3;0;EEII;EEII 1;5;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 389,5;;0;;0;3;877,008;Real;;;;;
El espejo;68.855;890;Uva;Fiesta;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;188,215;Litros;0,000;Hectareas;0,000;3,19;0,00;0,00;0,00;Total;5;0;EEII;EEII 2;21;3,19;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 224,0;;0;;0;5;882,417;Real;;;;;
El espejo;68.854;890;Uva;Fiesta;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;211,816;Litros;0,000;Hectareas;0,000;3,59;0,00;0,00;0,00;Total;5;0;EEII;EEII 2;19;3,59;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 252,0;;0;;0;5;992,240;Real;;;;;
El espejo;68.853;890;Uva;Fiesta;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;202,965;Litros;0,000;Hectareas;0,000;3,44;0,00;0,00;0,00;Total;5;0;EEII;EEII 2;15;3,44;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 242,0;;0;;0;5;949,681;Real;;;;;
El espejo;68.852;890;Uva;Fiesta;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;134,523;Litros;0,000;Hectareas;0,000;2,28;0,00;0,00;0,00;Total;7;0;EEII;EEII 2;14;2,28;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 160,0;;0;;0;7;930,761;Real;;;;;
El espejo;68.832;68832;Uva;Flame;31/10/2025;Flor/Envero;p-156;NUTRI 1075 M;;;;250,000;Litros;0,000;Hectareas;0,000;3,05;0,00;0,00;0,00;Total;3;0;EEI;EEI 2;14;5,11;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 297,5;;0;;0;4;1.250,000;Real;;;;;
El espejo;68.831;68831;Uva;Flame;31/10/2025;Flor/Envero;p-156;NUTRI 1075 M;;;;152,000;Litros;0,000;Hectareas;0,000;1,86;0,00;0,00;0,00;Total;2;0;EEI;EEI 2;11;4,07;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 180,8;;0;;0;4;748,000;Real;;;;;
El espejo;68.83;68830;Uva;Flame;31/10/2025;Flor/Envero;p-156;NUTRI 1075 M;;;;225,000;Litros;0,000;Hectareas;0,000;2,74;0,00;0,00;0,00;Total;4;0;EEI;EEI 1;7;6,01;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 267,7;;0;;0;8;2.484,000;Real;;;;;
El espejo;68.829;68829;Uva;Flame;31/10/2025;Flor/Envero;p-156;NUTRI 1075 M;;;;323,000;Litros;0,000;Hectareas;0,000;3,95;0,00;0,00;0,00;Total;4;0;EEI;EEI 1;4;6,31;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 384,3;;0;;0;8;2.636,000;Real;;;;;
El espejo;68.823;68823;Uva;Flame;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;68,000;Litros;0,000;Hectareas;0,000;1,14;0,00;0,00;0,00;Total;4;0;EEI;EEI 2;12;2,29;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 80,9;;0;;0;7;609,000;Real;;;;;
El espejo;68.822;68822;Uva;Flame;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;80,000;Litros;0,000;Hectareas;0,000;1,35;0,00;0,00;0,00;Total;2;0;EEI;EEI 2;11;4,07;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 95,2;;0;;0;7;601,000;Real;;;;;
El espejo;68.821;68821;Uva;Flame;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;120,000;Litros;0,000;Hectareas;0,000;2,03;0,00;0,00;0,00;Total;4;0;EEI;EEI 2;6;2,03;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 142,8;;0;;0;4;599,000;Real;;;;;
El espejo;68.82;68820;Uva;Flame;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;270,000;Litros;0,000;Hectareas;0,000;4,58;0,00;0,00;0,00;Total;4;0;EEI;EEI 2;5;4,58;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 321,3;;0;;0;4;1.350,000;Real;;;;;
El espejo;68.819;68819;Uva;Flame;31/10/2025;Flor/Envero;p-152;NUTRI 1683 M;;;;177,000;Litros;0,000;Hectareas;0,000;3,00;0,00;0,00;0,00;Total;4;0;EEI;EEI 2;3;6,31;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;FERTILIZACION;;;0;;;;;;;tomas;$ 210,6;;0;;0;7;1.663,000;Real;;;;;
El espejo;68.666;68666;Uva;Selma;31/10/2025;Flor;p-99;PARAQUAT;;;;18,115;Litros;0,000;Hectareas;3,270;5,54;18,11;0,00;0,00;Total;3;0;EEII;EEII 1;8;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;tomas;$ 91.750,0;;0;;0;3;38,280;Real;;;;;
El espejo;68.666;68666;Uva;Selma;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,548;Litros;0,000;Hectareas;0,099;5,54;0,54;0,00;0,00;Total;3;0;EEII;EEII 1;8;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;tomas;$ 2.318,2;;0;;0;3;1,156;Real;;;;;
El espejo;68.666;68666;Uva;Selma;31/10/2025;Flor;p-113;ADHERENTE;;;;0,548;Litros;0,000;Hectareas;0,099;5,54;0,54;0,00;0,00;Total;3;0;EEII;EEII 1;8;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;tomas;$ 4.636,4;;0;;0;3;1,156;Real;;;;;
El espejo;68.665;68665;Uva;Flame;31/10/2025;Flor;p-99;PARAQUAT;;;;1,994;Litros;0,000;Hectareas;0,360;5,54;1,99;0,00;0,00;Total;4;0;EEII;EEII 1;12;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;tomas;$ 10.099,3;;0;;0;4;36,230;Real;;;;;
El espejo;68.665;68665;Uva;Flame;31/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,060;Litros;0,000;Hectareas;0,011;5,54;0,06;0,00;0,00;Total;4;0;EEII;EEII 1;12;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;tomas;$ 253,8;;0;;0;4;1,161;Real;;;;;
El espejo;68.665;68665;Uva;Flame;31/10/2025;Flor;p-113;ADHERENTE;;;;0,060;Litros;0,000;Hectareas;0,011;5,54;0,06;0,00;0,00;Total;4;0;EEII;EEII 1;12;5,54;31/10/2025;;31/10/2025;;0;0;0;1/11/2025;;;Confirmada;APLICACIONES;HERBICIDA MOCHILA;;;0;;;;;;;tomas;$ 507,6;;0;;0;4;1,161;Real;;;;;
El espejo;69.637;69637;Uva;Flame;30/10/2025;Flor;p-122;GASOIL;;;;12,870;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;41;3,86;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 15,3;7;1;;0;1;12,870;Real;;;;;
El espejo;69.637;69637;Uva;Flame;30/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,225;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;41;3,86;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 951,8;7;1;;0;2;0,591;Real;;;;;
El espejo;69.637;69637;Uva;Flame;30/10/2025;Flor;p-63;GIBERELINA-kgs;;;;300,000;Kilos;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;41;3,86;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 357,0;7;1;;0;1;300,000;Real;;;;;
El espejo;69.637;69637;Uva;Flame;30/10/2025;Flor;p-167;QUINTEC;;;;0,150;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;41;3,86;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,1;7;1;;0;1;0,150;Real;;;;;
El espejo;69.637;69637;Uva;Flame;30/10/2025;Flor;p-151;Intrepid ;;;;0,225;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 4;41;3,86;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,2;7;1;;0;1;0,225;Real;;;;;
El espejo;69.637;69637;Uva;Flame;30/10/2025;Flor;p-113;ADHERENTE;;;;0,225;Litros;0,000;Hectareas;0,000;3,86;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 4;41;3,86;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 1.903,6;7;1;;0;2;0,591;Real;;;;;
El espejo;69.636;69636;Uva;Flame;30/10/2025;Flor;p-122;GASOIL;;;;15,130;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;32;4,54;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 18,0;7;1;;0;2;55,130;Real;;;;;
El espejo;69.636;69636;Uva;Flame;30/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,675;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;32;4,54;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 2.855,4;7;1;;0;3;1,116;Real;;;;;
El espejo;69.636;69636;Uva;Flame;30/10/2025;Flor;p-63;GIBERELINA-kgs;;;;900,000;Kilos;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;32;4,54;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 1.071,0;7;1;;0;1;900,000;Real;;;;;
El espejo;69.636;69636;Uva;Flame;30/10/2025;Flor;p-167;QUINTEC;;;;0,450;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;32;4,54;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,5;7;1;;0;1;0,450;Real;;;;;
El espejo;69.636;69636;Uva;Flame;30/10/2025;Flor;p-151;Intrepid ;;;;0,675;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;32;4,54;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,8;7;1;;0;1;0,675;Real;;;;;
El espejo;69.636;69636;Uva;Flame;30/10/2025;Flor;p-113;ADHERENTE;;;;0,675;Litros;0,000;Hectareas;0,000;4,54;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;32;4,54;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 5.710,9;7;1;;0;3;1,116;Real;;;;;
El espejo;69.635;69635;Uva;Flame;30/10/2025;Flor;p-122;GASOIL;;;;20,000;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;35;4,32;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 23,8;8;1;;0;2;56,000;Real;;;;;
El espejo;69.635;69635;Uva;Flame;30/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,600;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;35;4,32;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 2.538,1;8;1;;0;3;1,038;Real;;;;;
El espejo;69.635;69635;Uva;Flame;30/10/2025;Flor;p-63;GIBERELINA-kgs;;;;800,000;Kilos;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;35;4,32;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 952,0;8;1;;0;1;800,000;Real;;;;;
El espejo;69.635;69635;Uva;Flame;30/10/2025;Flor;p-167;QUINTEC;;;;0,400;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;35;4,32;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,4;8;1;;0;1;0,400;Real;;;;;
El espejo;69.635;69635;Uva;Flame;30/10/2025;Flor;p-151;Intrepid ;;;;0,600;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;35;4,32;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,7;8;1;;0;1;0,600;Real;;;;;
El espejo;69.635;69635;Uva;Flame;30/10/2025;Flor;p-113;ADHERENTE;;;;0,600;Litros;0,000;Hectareas;0,000;4,32;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;35;4,32;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 5.076,3;8;1;;0;3;1,038;Real;;;;;
El espejo;69.634;69634;Uva;Flame;30/10/2025;Flor;p-122;GASOIL;;;;6,880;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;38;4,06;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 8,1;9;1;;0;2;39,880;Real;;;;;
El espejo;69.634;69634;Uva;Flame;30/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,120;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;38;4,06;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 507,6;9;1;;0;3;0,588;Real;;;;;
El espejo;69.634;69634;Uva;Flame;30/10/2025;Flor;p-63;GIBERELINA-kgs;;;;160,000;Kilos;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;38;4,06;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 190,4;9;1;;0;1;160,000;Real;;;;;
El espejo;69.634;69634;Uva;Flame;30/10/2025;Flor;p-167;QUINTEC;;;;0,080;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;38;4,06;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,0;9;1;;0;1;0,080;Real;;;;;
El espejo;69.634;69634;Uva;Flame;30/10/2025;Flor;p-151;Intrepid ;;;;0,120;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 B;38;4,06;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,1;9;1;;0;1;0,120;Real;;;;;
El espejo;69.634;69634;Uva;Flame;30/10/2025;Flor;p-113;ADHERENTE;;;;0,120;Litros;0,000;Hectareas;0,000;4,06;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 B;38;4,06;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 1.015,2;9;1;;0;3;0,588;Real;;;;;
El espejo;69.633;69633;Uva;Flame;30/10/2025;Flor;p-122;GASOIL;;;;6,780;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 A;25;2,00;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 8,0;9;1;;0;2;11,250;Real;;;;;
El espejo;69.633;69633;Uva;Flame;30/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,300;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;25;2,00;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 1.269,0;9;1;;0;3;0,690;Real;;;;;
El espejo;69.633;69633;Uva;Flame;30/10/2025;Flor;p-63;GIBERELINA-kgs;;;;400,000;Kilos;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 A;25;2,00;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 476,0;9;1;;0;1;400,000;Real;;;;;
El espejo;69.633;69633;Uva;Flame;30/10/2025;Flor;p-167;QUINTEC;;;;0,200;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 A;25;2,00;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,2;9;1;;0;1;0,200;Real;;;;;
El espejo;69.633;69633;Uva;Flame;30/10/2025;Flor;p-151;Intrepid ;;;;0,180;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 A;25;2,00;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,2;9;1;;0;2;0,330;Real;;;;;
El espejo;69.633;69633;Uva;Flame;30/10/2025;Flor;p-113;ADHERENTE;;;;0,300;Litros;0,000;Hectareas;0,000;2,00;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;25;2,00;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 2.538,1;9;1;;0;3;0,690;Real;;;;;
El espejo;69.632;69632;Uva;Flame;30/10/2025;Flor;p-122;GASOIL;;;;12,340;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 A;24;3,64;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 14,6;9;1;;0;2;20,480;Real;;;;;
El espejo;69.632;69632;Uva;Flame;30/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,480;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;24;3,64;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 2.030,5;9;1;;0;3;1,140;Real;;;;;
El espejo;69.632;69632;Uva;Flame;30/10/2025;Flor;p-63;GIBERELINA-kgs;;;;640,000;Kilos;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 A;24;3,64;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 761,6;9;1;;0;1;640,000;Real;;;;;
El espejo;69.632;69632;Uva;Flame;30/10/2025;Flor;p-167;QUINTEC;;;;0,320;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;1;0;EEIII;EEIII 3 A;24;3,64;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,3;9;1;;0;1;0,320;Real;;;;;
El espejo;69.632;69632;Uva;Flame;30/10/2025;Flor;p-151;Intrepid ;;;;0,300;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;2;0;EEIII;EEIII 3 A;24;3,64;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,3;9;1;;0;2;0,600;Real;;;;;
El espejo;69.632;69632;Uva;Flame;30/10/2025;Flor;p-113;ADHERENTE;;;;0,480;Litros;0,000;Hectareas;0,000;3,64;0,00;0,00;0,00;Total;3;0;EEIII;EEIII 3 A;24;3,64;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 4.061,0;9;1;;0;3;1,140;Real;;;;;
El espejo;69.631;69631;Uva;Fiesta;30/10/2025;Flor;p-122;GASOIL;;;;11,320;Litros;0,000;Hectareas;0,000;2,34;0,00;0,00;0,00;Total;5;0;EEII;EEII 2;20;4,68;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 13,4;8;1;;0;9;82,530;Real;;;;;
El espejo;69.631;69631;Uva;Fiesta;30/10/2025;Flor;p-109;ACIDO-FOSFORICO;;;;0,180;Litros;0,000;Hectareas;0,000;2,34;0,00;0,00;0,00;Total;7;0;EEII;EEII 2;20;4,68;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 761,4;8;1;;0;11;2,830;Real;;;;;
El espejo;69.631;69631;Uva;Fiesta;30/10/2025;Flor;p-182;DAKAR;;;;0,300;Litros;0,000;Hectareas;0,000;2,34;0,00;0,00;0,00;Total;3;0;EEII;EEII 2;20;4,68;30/10/2025;;30/10/2025;;0;0;0;31/10/2025;;;Confirmada;APLICACIONES;AF - FLOR 1;;;0;;;;;;;tomas;$ 0,3;8;1;;0;5;2,200;Real;;;;;
