I.D. Faena;N° Orden;Fecha;Clasifica;Código;Cuartel/Potrero;Cultivo;Variedad;Faena;Labor;Total Faena;Realizada;Total Jornadas;Trabajador;Usuario Login;Usuario;Est.Fenologico;Forma Pago;Estado Faena
57.728;;27/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;;juanpablo;;Día Lab.;Confirmada
57.727;;27/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;;juanpablo;;Día Lab.;Confirmada
57.726;;27/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;;juanpablo;;Día Lab.;Confirmada
57.576;;27/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 6.995,0;;0,32;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.575;;27/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 6.473,7;;0,30;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.574;;27/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 10.970,5;;0,51;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.573;;27/3/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 711,1;;0,32;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.572;;27/3/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 686,9;;0,31;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.571;;27/3/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.078,8;;0,49;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.57;;27/3/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 7.451,2;;0,34;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.569;;27/3/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 5.669,9;;0,26;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.568;;27/3/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 11.318,1;;0,52;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.567;;27/3/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 636,2;;0,29;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.566;;27/3/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 499,7;;0,23;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.565;;27/3/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 499,7;;0,23;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.564;;27/3/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;FERTILIZACION;$ 841,0;;0,38;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.563;;27/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 6.995,0;;0,32;;;juanpablo;;Día Lab.;Confirmada
57.562;;27/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 6.473,7;;0,30;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.561;;27/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 10.970,5;;0,51;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.56;;27/3/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 711,1;;0,32;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.559;;27/3/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 686,9;;0,31;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.558;;27/3/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.078,8;;0,49;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.45;;25/3/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 7.451,2;;0,34;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.449;;25/3/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 5.669,9;;0,26;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.448;;25/3/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 11.318,1;;0,52;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.447;;25/3/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 636,2;;0,29;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.446;;25/3/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 499,7;;0,23;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.445;;25/3/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 499,7;;0,23;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.444;;25/3/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;FERTILIZACION;$ 841,0;;0,38;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
60.356;60356;22/3/2025;Camino Truncado;15;15 - Ha:3.140, Pl:6503;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 48.216,7;;2,00;;santiago;santiago;;Día Lab.;Confirmada
57.441;;22/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 708,9;;0,32;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.44;;22/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 656,0;;0,30;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.439;;22/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.111,8;;0,51;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.33;;22/3/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 7.016,8;;0,32;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.329;;22/3/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 6.777,8;;0,31;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.328;;22/3/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 10.644,6;;0,49;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.327;;22/3/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 755,1;;0,34;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.326;;22/3/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 574,6;;0,26;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.325;;22/3/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.147,0;;0,52;;;juanpablo;;Día Lab.;Confirmada
57.324;;22/3/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 6.278,1;;0,29;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.323;;22/3/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.931,3;;0,23;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.322;;22/3/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.931,3;;0,23;;;juanpablo;;Día Lab.;Confirmada
57.321;;22/3/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;FERTILIZACION;$ 8.298,5;;0,38;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.32;;22/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 708,9;;0,32;;;juanpablo;;Día Lab.;Confirmada
57.319;;22/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 656,0;;0,30;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.318;;22/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.111,8;;0,51;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.316;;22/3/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 7.016,8;;0,32;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.315;;22/3/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 6.777,8;;0,31;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.314;;22/3/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 10.644,6;;0,49;;;juanpablo;;Día Lab.;Confirmada
60.355;60355;19/3/2025;Camino Truncado;13;13 - Ha:1.730, Pl:3267;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 82.179,3;;3,00;;santiago;santiago;;Día Lab.;Confirmada
57.156;;19/3/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 755,1;;0,34;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.155;;19/3/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 574,6;;0,26;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.154;;19/3/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.147,0;;0,52;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.153;;19/3/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 6.278,1;;0,29;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.152;;19/3/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.931,3;;0,23;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.151;;19/3/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 4.931,3;;0,23;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.15;;19/3/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;FERTILIZACION;$ 8.298,5;;0,38;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
60.354;60354;18/3/2025;Camino Truncado;12;12 - Ha:2.540, Pl:5244;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 40.716,7;;1,50;;santiago;santiago;;Día Lab.;Confirmada
60.353;60353;18/3/2025;Camino Truncado;15;15 - Ha:3.140, Pl:6503;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 40.716,7;;1,50;;santiago;santiago;;Día Lab.;Confirmada
57.093;;18/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 706,5;;0,32;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.092;;18/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 653,8;;0,30;;;juanpablo;;Día Lab.;Confirmada
57.091;;18/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 1.108,0;;0,51;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.09;;18/3/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 6.232,6;;0,29;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.089;;18/3/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 6.015,4;;0,28;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
57.088;;18/3/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 9.468,3;;0,44;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
60.352;60352;17/3/2025;Camino Truncado;14;14 - Ha:2.990, Pl:4098;Uva;Superior;APLICACIONES;FITOSANITARIO;$ 66.123,9;;2,43;;santiago;santiago;;Día Lab.;Confirmada
56.903;;17/3/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 755,1;;0,34;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
56.902;;17/3/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 574,6;;0,26;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
56.901;;17/3/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 1.147,0;;0,52;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
60.351;60351;14/3/2025;Camino Truncado;11;11 - Ha:2.580, Pl:5332;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 96.433,4;;4,00;;santiago;santiago;;Día Lab.;Confirmada
55.746;;5/3/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 15.447,6;;1,30;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.745;;5/3/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 14.921,5;;1,24;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.744;;5/3/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 23.434,5;;1,96;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.743;;5/3/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 16.428,0;;1,38;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.742;;5/3/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 12.458,5;;1,04;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.741;;5/3/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 24.917,1;;2,08;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.74;;5/3/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 13.821,5;;1,16;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.739;;5/3/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 10.856,4;;0,90;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.738;;5/3/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 10.856,4;;0,90;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.737;;5/3/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;FERTILIZACION;$ 18.269,3;;1,52;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.736;;5/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 15.375,9;;1,28;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.735;;5/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 14.275,9;;1,20;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.734;;5/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 24.151,9;;2,02;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.733;;5/3/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 15.450,0;;1,30;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.732;;5/3/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 14.923,8;;1,24;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.731;;5/3/2025;La Chimbera;18;18 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 23.438,1;;1,96;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.73;;5/3/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 16.430,6;;1,38;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.729;;5/3/2025;La Chimbera;21;21 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 12.460,4;;1,04;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.728;;5/3/2025;La Chimbera;16;16 - Ha:4.400, Pl:7040;Uva;Flame;APLICACIONES;FERTILIZACION;$ 24.920,9;;2,08;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.727;;5/3/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 13.823,7;;1,16;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.726;;5/3/2025;La Chimbera;19;19 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 10.858,0;;0,90;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.725;;5/3/2025;La Chimbera;17;17 - Ha:2.200, Pl:3584;Uva;Flame;APLICACIONES;FERTILIZACION;$ 10.858,0;;0,90;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.724;;5/3/2025;La Chimbera;15;15 - Ha:3.700, Pl:5900;Uva;Flame;APLICACIONES;FERTILIZACION;$ 18.272,1;;1,52;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.723;;5/3/2025;La Chimbera;23;23 - Ha:2.800, Pl:4544;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 7.702,9;;0,64;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.722;;5/3/2025;La Chimbera;22;22 - Ha:2.600, Pl:4205;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 7.128,8;;0,60;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
55.721;;5/3/2025;La Chimbera;20;20 - Ha:4.400, Pl:7040;Uva;Fiesta;APLICACIONES;FERTILIZACION;$ 12.080,7;;1,02;;marcelow;juanpablo;Cosecha/Postcosecha;Día Lab.;Confirmada
54.49;54490;15/2/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 200.629,2;;0,00;;santiago;javier;;Día Lab.;Confirmada
54.489;54489;15/2/2025;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 132.988,5;;0,00;;santiago;javier;;Día Lab.;Confirmada
53.767;53767;11/2/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;santiago;juanpablo;;Día Lab.;Confirmada
53.766;53766;11/2/2025;La Chimbera;26;26 - Ha:2.900, Pl:4608;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;santiago;juanpablo;;Día Lab.;Confirmada
53.765;53765;11/2/2025;La Chimbera;25;25 - Ha:2.800, Pl:4544;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;santiago;juanpablo;;Día Lab.;Confirmada
53.764;53764;11/2/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;santiago;juanpablo;;Día Lab.;Confirmada
53.763;53763;11/2/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;santiago;juanpablo;;Día Lab.;Pendiente
53.568;53568;10/2/2025;La Chimbera;24;24 - Ha:2.800, Pl:4536;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;santiago;juanpablo;;Día Lab.;Pendiente
52.533;52533;28/1/2025;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 355.728,3;;0,00;;juanquiroga;javier;;Día Lab.;Confirmada
52.523;52523;28/1/2025;Puente Alto;4;4 - Ha:4.440, Pl:7056;Uva;Flame;APLICACIONES;FITOSANITARIO;$ 680.790,5;;1,00;;juanquiroga;javier;;Día Lab.;Confirmada
52.522;52522;28/1/2025;Puente Alto;3;3 - Ha:5.110, Pl:8512;Uva;Flame;APLICACIONES;FITOSANITARIO;$ 783.522,4;;1,00;;juanquiroga;javier;;Día Lab.;Confirmada
52.521;52521;28/1/2025;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FITOSANITARIO;$ 153.331,2;;0,00;;juanquiroga;javier;;Día Lab.;Confirmada
53.155;53155;24/1/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 536.659,2;;0,00;;santiago;javier;;Día Lab.;Confirmada
51.495;51495;10/1/2025;Puente Alto;5;5 - Ha:2.320, Pl:4794;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 16.746,2;;2,00;;juanquiroga;javier;;Día Lab.;Confirmada
51.496;51496;9/1/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 1.746,1;;1,00;;juanquiroga;javier;;Día Lab.;Confirmada
51.242;51242;7/1/2025;La Chimbera;27;27 - Ha:2.900, Pl:4576;Uva;Arizul;APLICACIONES;HERBICIDA MOCHILA;$ 0,0;;0,00;;juanquiroga;juanpablo;;Día Lab.;Pendiente
51.273;51273;6/1/2025;Camino Truncado;54;54 - Ha:1.100, Pl:1794;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 175.672,0;;0,25;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
51.271;51271;6/1/2025;Camino Truncado;58;58 - Ha:2.100, Pl:3577;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 326.995,5;;0,25;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
51.21;51210;4/1/2025;Puente Alto;6;6 - Ha:3.500, Pl:6481;Uva;Arizul;APLICACIONES;FERTILIZACION;$ 37.746,2;;3,00;;juanquiroga;javier;;Día Lab.;Confirmada
51.279;51279;3/1/2025;Camino Truncado;15;15 - Ha:3.140, Pl:6503;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 401.216,6;;0,00;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
51.278;51278;3/1/2025;Camino Truncado;13;13 - Ha:1.730, Pl:3267;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 221.052,4;;0,00;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
51.277;51277;2/1/2025;Camino Truncado;12;12 - Ha:2.540, Pl:5244;Uva;Arizul;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
51.276;51276;1/1/2025;Camino Truncado;11;11 - Ha:2.580, Pl:5332;Uva;Fiesta;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
51.275;51275;1/1/2025;Camino Truncado;10;10 - Ha:1.900, Pl:3171;Uva;Fiesta;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
51.008;51008;31/12/2024;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;juanquiroga;javier;;Día Lab.;Confirmada
50.997;50997;31/12/2024;Puente Alto;2;2 - Ha:5.130, Pl:8556;Uva;Flame;APLICACIONES;FERTILIZACION;$ 0,0;;0,00;;juanquiroga;javier;;Día Lab.;Confirmada
51.272;51272;30/12/2024;Camino Truncado;59;59 - Ha:0.900, Pl:1486;Uva;Fiesta;APLICACIONES;FITOSANITARIO;$ 0,0;;0,00;;juanquiroga;juanquiroga;;Día Lab.;Confirmada
